,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
199,0,0,0,0,0,0,0,5,0,3,0,0,0,5,0,0,5,0,0,1,4,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,4,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0
200,0,2,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,1,0,5,1,0,0,0,0,0,0,1,0,0,2,0,5,0,0,0,0,0,3,4,0,0,0,0,0,0,0,2,0,4,2,0,0,0,0,0,0,2,5,0,0,0,0,0,1,0,4,0,0,0,0,0,2,0,4,0,0,0,0,4,0,0,2,0,2,0,5,5,0,0,0,0,1,0,0,0,0,0,0,5,0,5,2,0,0,5,0,0,0,4,3,0,0,0,0,0,4,0,0,1,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0
201,2,0,4,0,1,2,2,0,4,0,3,0,1,0,1,0,0,0,0,5,0,1,3,0,0,0,0,1,0,0,3,0,0,3,0,4,0,0,0,4,0,0,0,0,0,5,3,3,0,0,0,0,5,0,2,1,5,2,0,1,3,0,0,0,1,0,2,0,4,0,0,1,0,3,0,2,2,3,0,1,4,0,0,3,5,0,0,0,3,0,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,2,2,1,1,0,0,0,0,1,5,4,5,2,0,0,0,0,0,0,0,3,0,0,4,4,3,0,0,0,0,5,2,0,3,0,0,0,0,0,4,4,4,4
202,2,2,0,0,0,0,5,0,2,3,0,5,0,1,5,4,3,1,5,5,0,2,4,5,0,0,0,0,5,5,0,0,0,4,0,0,0,0,0,4,0,3,1,0,0,4,0,0,3,0,2,0,4,2,4,0,0,3,0,2,0,3,0,0,2,3,4,0,5,3,0,0,0,0,5,0,0,0,0,0,0,4,0,2,1,0,1,0,0,4,3,0,4,0,4,0,0,0,0,5,3,2,0,0,1,0,0,0,5,1,0,4,0,4,3,1,0,0,0,2,0,4,0,0,0,0,2,0,3,0,0,5,3,0,4,0,0,3,0,0,0,0,0,4,0,4,0,0,0,0
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,3,0,4,1,0,0,2,1,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,1,5,0,0,0,2,0,2,0,0,2,4,0,0,0,0,0,2,0,0,1,0,0,3,5,4,0,2,0,0,2,0,5,2,0,0,0,0,0,3,0,4,3,3,3,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,5,2,0,0,4,0,0,0,0,1,4,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
204,0,3,0,4,0,0,0,0,1,5,0,0,1,0,0,4,0,0,0,5,4,0,0,4,0,0,1,5,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,3,0,1,3,3,0,0,0,2,1,0,0,2,5,0,3,0,0,4,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,3,0,0,0,0,2,0,0,0,3,5,4,0,0,3,0,0,0,0,0,1,0,4,0,0,4,0,0,1,3,0,0,0,0,3,0,0,0,0,0,5,0,0,5,0,4,0,0,1,0,0,1,4,0,3,0,0,3,2,4,0,2,5,5,0,0,0,0,0,0,0
205,4,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,1,0,2,0,2,0,0,0,4,4,0,0,2,2,0,0,0,2,0,0,0,5,5,5,4,0,0,0,3,3,3,4,2,0,0,2,0,4,0,0,0,2,1,0,4,0,0,0,4,0,4,4,1,0,2,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,5,0,4,3,0,0,2,0,0,0,0,4,0,4,0,0,5,1,0,0,0,0,0,0,2,0,2,0,4
206,5,0,0,0,5,0,0,2,2,3,0,2,4,0,0,1,2,0,5,0,1,0,2,5,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,2,0,5,5,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,5,0,0,5,1,0,0,2,4,0,5,3,0,1,0,1,0,0,0,0,0,2,1,0,4,1,0,1,0,0,5,5,0,0,0,2,0,0,2,3,0,0,0,0,0,1,5,0,2,0,0,2,5,0,0,0,0,1,1,1,0,5,0,3,0,0,0,0,1,1,0,0,3,0,0,4,0,4,4,0,2,5,5,0,0,4
207,0,0,4,2,0,0,2,1,0,3,5,0,0,5,0,0,0,0,0,4,1,1,0,1,0,2,3,0,1,0,0,5,2,1,2,0,0,0,0,0,0,0,0,2,2,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0,0,0,2,0,3,2,0,0,4,0,1,0,0,4,0,0,0,4,0,0,0,2,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,4,3,0,2,0,0,3,0,0,2,5,0,0,2,0,0,0,0,0,0,0,5,0,0,5,5,0,0,0,4,1,0,0,0,1,0,0,5,5,0,0,2
208,0,0,3,0,0,3,0,0,2,5,0,0,0,5,0,2,0,0,0,5,2,1,2,0,0,0,0,0,2,0,0,0,0,3,2,3,0,2,4,4,4,0,5,0,0,0,0,0,5,2,0,0,4,0,0,2,0,0,0,0,3,0,0,0,0,0,3,0,5,3,2,5,0,5,5,0,3,0,0,0,0,0,2,0,3,0,0,3,5,0,4,0,0,4,2,5,0,0,2,0,0,0,0,2,1,0,0,0,3,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,4,5,0,0,0,2,0,3,0,0,4,0,0,4,2,2,1,0,5,0,0,0,0
209,0,3,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,2,2,0,0,0,0,5,0,0,0,0,0,5,0,0,5,3,0,0,0,4,0,0,0,0,4,0,0,2,3,0,0,0,4,0,0,0,4,0,0,0,0,1,2,1,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,2,4,3,0,0,0,0,0,0,0,5,0,0,0,0,4,1,1,4,2,0,5,0,1,0,0,0,0,0,2,0,3,4,4,0,5,0,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,5,3,0,0,0,0,0,1,0,2,5,0,0,0,0,0,0
210,0,5,0,0,3,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,0,5,0,0,0,0,2,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,0,1,0,4,0,0,5,0,0,0,0,5,0,0,0,5,3,0,0,0,4,0,4,3,0,0,0,0,0,3,0,0,5,3,0,0,0,3,3,1,0,0,0,2,4,2,0,0,0,0,0,0,0,3,1,4,0,2,0,0,4,0,4,0,3,0,3,0,5,3,1,0,0,0,0,0,0,0,5,1,0,2,2,0,5,0,0,0,0,0,0,0,0
211,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,3,0,1,0,3,0,4,4,0,0,0,0,0,0,0,0,0,2,3,0,0,5,1,1,0,2,0,0,0,5,4,0,0,0,0,0,5,4,3,3,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
212,0,0,0,3,0,0,4,2,1,0,0,0,0,3,0,2,0,0,1,5,0,0,0,0,4,4,0,5,0,3,1,0,0,0,0,4,0,5,5,0,0,0,0,0,0,4,4,0,1,0,4,0,5,0,0,0,5,0,0,1,0,0,0,1,0,5,1,0,0,0,1,0,1,4,0,1,0,0,0,3,3,2,1,4,1,0,0,0,3,0,5,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,2,0,0,0,0,0,3,0,0,4,0,3,0,0,0,1,0,0,0,0,0,0,0,5,0,4,2,0,0,0,3,0,0,0,0,0,1
213,0,0,0,5,0,4,0,0,4,0,5,0,0,0,0,0,1,0,5,0,0,2,0,2,4,0,0,0,5,0,0,0,0,0,0,0,4,0,4,2,4,0,0,0,0,0,0,0,0,3,0,3,0,5,3,0,0,3,3,5,4,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,5,0,2,2,3,0,3,4,2,0,0,0,5,3,0,0,0,0,0,0,0,4,5,0,0,1,0,3,0,0,4,0,0,0,2,0,0,2,5,2,0,0,0,0,2,0,5,0,0,0,4,4,2,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0,3,0,0,0,5,4,0,0,0,0,0,0,0,0,2,0,3,1,0,2,4,0,0,0,0,0,3,0,0,0,0,0,1,0,1,4,0,1,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0
215,0,0,5,0,1,2,0,0,0,2,0,5,0,0,3,0,0,0,3,0,0,3,3,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,5,0,1,4,1,0,0,2,0,5,0,5,0,0,0,0,0,0,0,2,4,0,0,0,0,4,0,1,0,0,0,0,0,2,1,3,0,0,0,2,0,0,5,0,0,0,0,0,5,2,0,5,0,1,1,2,0,0,0,4,0,5,0
216,0,4,0,0,0,0,0,5,0,2,0,0,4,0,0,0,0,4,0,0,0,0,0,3,4,0,4,0,5,2,5,0,0,5,2,0,3,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,3,0,5,4,0,0,0,4,4,5,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,5,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,5,0,3,2,0,0,0
217,4,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0,0,4,2,1,5,0,5,0,2,3,0,0,0,0,5,3,1,1,0,0,1,0,4,4,0,0,0,0,3,0,0,1,1,3,3,0,5,0,0,0,0,0,4,0,0,0,0,2,1,0,3,3,2,4,2,0,0,1,4,0,0,0,0,0,0,0,3,1,1,2,0,0,5,0,0,3,2,0,5,0,0,0,4,5,0,5,3,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,2,0,0,1,0,0,3,1,0
218,0,0,0,1,0,0,3,0,0,5,0,2,0,0,0,2,0,2,1,0,3,0,3,4,2,2,5,4,0,0,0,0,2,0,0,0,0,0,3,3,0,1,0,5,0,0,4,0,2,0,5,0,4,0,3,5,2,0,2,1,5,3,0,4,0,0,0,4,0,1,4,5,0,2,0,2,0,3,0,0,0,3,3,4,4,0,5,4,0,0,0,0,2,0,0,0,0,4,0,0,4,0,0,3,3,2,0,5,0,0,0,0,0,2,2,3,4,5,0,2,1,0,0,0,5,4,0,0,5,2,0,0,0,0,0,0,5,2,0,0,0,0,0,2,0,2,3,5,0,0
219,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,2,5,0,5,0,3,0,5,0,0,0,0,4,0,0,4,0,0,0,0,0,2,0,5,0,5,5,0,5,0,0,1,0,5,4,2,5,3,0,1,3,1,3,1,0,0,0,3,0,2,0,0,0,0,0,0,2,3,3,0,0,2,2,0,0,4,0,2,0,5,0,0,0,4,4,4,1,5,3,0,3,0,0,0,0,3,1,2,1,0,0,2,0,0,5,4,4,0,0,5,0,1,1,0,1,2,0,4,3,1,0,0,0,1,0,5,2,5,1,4,0,4,0,2,0,0,0,0,2,2,0,2,0,0
220,0,0,3,0,5,2,0,0,0,3,0,0,0,0,2,0,0,2,0,3,0,3,5,1,0,0,1,0,1,5,0,3,0,0,0,1,5,0,3,1,0,0,4,2,2,2,0,3,0,0,0,0,4,0,0,2,3,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,0,3,0,3,0,3,3,4,1,0,5,4,3,0,0,0,2,4,2,3,2,0,0,0,0,3,1,5,0,0,0,0,0,0,0,5,0,0,2,0,0,0,4,0,5,2,0,0,0,0,0,0,0,1,0,0,0
221,0,3,0,0,4,5,1,0,0,5,0,2,0,3,0,0,3,1,0,0,0,3,3,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,4,0,0,1,0,3,0,0,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,4,0,0,0,3,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,3,0,0,0,0,1,3,3,0,0,3,0,0,4,0,5,2,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,5,0,0,3,0,1,0
222,5,2,3,0,4,3,4,3,0,0,0,5,0,0,2,5,0,0,3,0,3,4,0,0,1,0,0,0,4,4,5,1,3,0,4,0,0,2,2,4,0,4,4,1,0,0,0,0,0,0,0,0,0,5,1,0,0,5,4,4,2,1,0,0,1,1,0,0,0,1,0,1,0,2,4,2,0,0,4,0,0,0,2,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,4,0,5,0,0,0,5,0,1,3,0,0,3,1,3,2,0,0,0,5,3,0,0,0,1,5,0,1,5,0,1,0,0,0,5,0,0,0,0,0,3,5,0,1,0
223,0,4,2,0,2,2,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,4,5,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,3,0,4,0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,5,0,0,4,2,0,0,0,4,0,0,0,0,0,0,0,0,1,4,1,0,0,4,0,2,0,0,0,0,0,0,0,2,0,1,1,5,1,4,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,4,0
224,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,1,0,0,0,5,3,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,2,3,0,0,3,0,0,5,3,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,5,0,1,5,0,0,5,0,0,4,5,0,0,4,0,0,0,1
225,0,0,4,0,5,0,0,0,4,0,0,2,0,0,0,1,0,0,2,0,5,1,0,0,2,0,2,0,0,0,4,0,0,3,2,1,0,0,2,1,3,5,1,1,0,4,3,5,1,1,0,0,0,5,3,0,1,0,1,0,0,3,0,1,0,5,0,0,0,0,0,4,0,0,0,0,4,0,0,1,3,4,0,0,0,0,0,0,0,0,0,5,1,5,3,0,0,1,0,3,3,0,5,1,5,0,0,0,3,0,0,0,0,0,0,0,5,4,0,0,1,0,0,5,0,0,0,3,4,0,0,0,3,0,3,0,1,1,0,0,5,0,0,5,4,0,0,0,0,0
226,0,3,4,0,0,0,0,2,0,0,0,0,0,4,4,0,5,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,5,0,4,0,3,4,3,2,0,4,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,4,2,5,4,3,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,4,0,0,0,4,0,0,0,5,0,0,3,0,0,0,0,1,0,0,0,2,0,3,3,0,0,0,0,0,0,0,1,0,0,2,2,5,0,1,0,0,0,4,0,4,2,0,2,3,0,0
227,0,0,0,0,1,2,0,4,0,0,4,0,1,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,4,0,0,0,0,0,0,3,0,0,0,2,0,4,2,2,0,4,1,0,0,0,0,0,2
228,0,4,5,1,0,0,5,4,0,2,0,4,5,2,0,0,2,0,0,0,4,5,0,0,0,0,0,2,0,4,0,0,3,2,4,1,0,5,0,2,0,0,3,2,0,0,0,0,0,0,0,0,5,0,0,5,0,2,2,5,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,3,1,0,5,2,0,0,0,0,0,0,0,0,4,3,5,3,0,0,0,0,0,0,0,0,1,0,0,4,3,0,0,4,0,0,4,1,0,0,0,4,4,0,0,5,0,0,0,3,0,0,0,2,0,1,0,3,4,3,0,4,0,5,5,4,0,3,0,3,3,5,0,0,0,0
229,0,1,4,0,0,0,1,4,0,0,4,3,0,0,0,0,0,4,0,3,0,0,1,2,5,0,0,0,4,0,0,2,2,0,4,0,0,0,0,1,0,3,0,0,4,5,4,0,0,0,3,0,5,1,5,0,0,4,5,0,0,0,5,0,0,3,0,1,0,2,5,0,0,0,0,3,0,0,0,3,0,0,0,0,4,5,0,0,3,2,5,0,0,0,0,0,0,4,3,2,0,0,0,0,4,0,0,4,0,0,1,0,0,0,2,0,0,0,1,5,0,3,2,0,0,0,4,0,5,1,0,3,0,4,0,1,0,0,0,0,1,0,0,0,0,1,0,5,0,0
230,0,0,0,0,0,0,4,5,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,5,2,0,0,0,0,0,5,5,5,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,2,3,0,2,0,0,0,3,4,5,0,0,0,3,0,0,0,0,0,0,2,0,0,0
231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,4,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,5,0,1,0,5,2,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,5,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0
232,0,3,3,0,0,0,0,2,5,0,4,3,0,0,2,0,0,0,2,1,0,4,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,5,0,3,4,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,3,0,0,0,0,0,0,3,0,3,0,5,0,3,5,0,3,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,4,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
233,2,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,5,0,0,0,3,0,0,4,0,0,0,4,4,0,2,0,0,0,0,0,0,3,0,0,0,0,4,0,5,0,0,0,1,0,0,0,0,4,0,2,1,4,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,4,5,3,0,0,0,0,0,0,0,5,0,0,5,4,0,2,1,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0
234,3,0,3,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,5,0,0,1,2,0,3,4,0,0,0,3,0,1,4,0,0,0,3,3,1,1,5,4,0,4,4,0,1,0,0,0,4,0,3,5,0,0,0,0,0,0,2,2,3,4,2,0,1,2,5,0,0,0,2,1,0,1,0,5,0,3,3,3,1,0,0,0,4,0,1,0,0,0,2,0,0,4,0,0,4,1,0,1,2,4,0,1,1,0,5,2,0,0,0,0,0,0,0,2,5,3,4,0,0,0,0,0,4,0,0,0,3,3,5,3,2,1,0,2,0,0,0,0,4,2,0,0,5,0,2
235,0,0,0,0,3,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,2,0,0,0,0,5,3,0,0,0,0,4,1,0,0,0,2,0,0,0,3,0,0,0,0,2,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,5,0
236,0,4,5,0,0,2,5,5,4,5,0,4,3,4,3,0,0,0,0,0,0,3,0,5,0,0,3,3,0,0,0,0,1,1,3,4,0,0,0,5,3,0,2,0,4,0,3,3,5,0,4,5,1,1,1,0,0,4,0,1,0,4,2,3,0,0,2,0,3,0,0,4,0,1,0,0,0,1,1,0,5,2,0,0,5,0,0,0,4,4,0,4,2,1,0,0,3,0,5,3,4,0,0,0,3,3,0,0,0,1,0,5,2,0,0,0,0,0,0,2,0,4,0,0,2,3,0,0,4,2,0,0,0,0,0,0,0,0,3,0,0,0,5,5,4,0,0,3,0,2
237,0,0,4,0,0,4,0,0,0,0,0,0,4,1,0,5,3,0,3,0,0,1,2,0,3,1,0,2,0,0,2,0,1,0,0,0,0,3,2,3,0,5,0,0,0,3,0,4,5,0,0,0,0,0,1,0,4,0,0,2,4,0,0,2,0,0,0,2,2,0,4,0,4,2,0,0,0,0,1,0,5,0,4,3,0,2,0,0,0,3,0,0,0,0,1,0,5,0,5,0,5,3,0,0,0,0,0,1,4,3,5,3,0,4,0,1,1,5,0,0,4,1,1,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,5,0,5
238,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,5,4,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,4,2,0,0,2,0,0,0,5,0,3,5,0,0,0,5,4,0,0,0,1,0,0,0,4,0,0,0,0,0,5,0,2,0,3,0,0,2,3,4,4,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,2,0,2,5,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,3,0,0,5,0,0,0,0,4,4,1,0
239,0,1,5,4,4,3,3,3,0,4,1,0,1,0,0,3,4,0,4,0,0,0,0,2,0,0,0,0,3,0,0,0,5,0,2,4,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,4,0,4,1,5,4,1,0,4,0,0,3,4,4,1,2,3,3,0,0,0,0,0,0,3,0,0,0,0,0,2,0,5,0,5,0,3,0,0,1,0,2,1,0,0,0,4,1,0,4,1,0,0,0,5,0,4,4,0,5,0,0,0,2,0,4,5,5,0,0,1,0,5,0,0,0,4,0,0,0,0,2,0,0,0,3,5,0,4,1,5,0,0,0,0,0,3,0
240,0,0,0,0,0,2,0,2,0,0,3,5,0,5,1,0,3,0,0,3,0,0,0,0,0,5,0,0,0,4,3,0,0,0,1,0,2,0,0,0,2,0,0,0,0,2,4,3,4,5,0,0,0,1,0,4,1,0,3,5,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,2,4,0,3,2,2,2,1,0,0,0,4,0,0,1,0,5,0,0,0,0,0,0,5,0,0,0,0,2,0,4,0,0,0,5,2,0,3,0,0,0,1,0,5,5,0,0,0,0,5,0,0,0,2,0,2,4,0,0
241,0,3,0,0,0,5,3,0,0,2,3,5,0,0,0,0,0,0,4,1,0,3,1,0,0,0,0,0,4,4,0,0,3,0,0,2,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,4,0,0,0,1,3,0,0,0,5,0,0,0,1,0,2,0,5,0,0,0,0,5,2,0,0,4,0,0,4,0,5,0,5,1,1,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,2,0,0,5,3,2,0,0,5,0,0,0,0,3,0,2,0,0,5,4,0
242,3,3,0,0,2,0,1,0,3,4,3,3,0,0,0,0,0,0,1,0,4,5,2,3,0,0,0,5,1,3,2,0,0,1,0,4,3,0,4,0,3,1,2,3,1,2,0,0,0,3,0,0,0,0,2,0,3,3,4,0,0,0,2,0,0,4,4,1,0,4,0,0,0,0,1,2,0,1,5,0,4,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,5,1,0,4,2,5,3,0,5,5,0,4,1,1,0,0,0,0,5,0,3,0,1,5,3,4,0,4,3,5,0,0,4,3,0,0,5,0,0,4,0,3,3,1,1,0,3,3,4,1,0
243,0,0,5,0,0,2,0,0,0,0,0,0,0,5,0,0,5,1,0,0,5,0,0,0,0,5,0,0,0,1,0,0,0,0,0,5,0,5,0,4,0,1,0,0,1,0,0,3,0,0,5,0,3,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,4,5,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,5,0,0,0
